ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
G,2002,5,grau,350 g/km,9,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,71900,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,c9266d22-31e2-4639-9fbe-8b26f8721dcf
G,2008,2,braun,225 g/km,10,4,9.4 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,25700,306,Cabriolet,Benzin,Zuzwil,BMW,135,135i,135i,BMW 135i,082a8951-5e9a-46d6-b486-8999824c4cfc
G,2000,2,grau,495 g/km,3,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,46500,442,Coupé,Benzin,Zuzwil,FERRARI,456,456M GT,456M GT,FERRARI 456M GT,0e8efa18-83c9-4cce-9c68-d17d4625fd1c
G,2003,2,mehrfarbig,295 g/km,2,4,12.3 l/100km,5439,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz,Hinterradantrieb,Automat,92300,367,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde,5f35f87f-48c6-41c2-84d6-d28a61e0e1b4
G,2003,2,schwarz,340 g/km,7,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,43300,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,90f7b343-09bd-47ea-9cce-ab4aac39dffd
null,1995,2,braun,null,6,4,null,5984,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,62000,394,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,S 600,S 600,S 600,MERCEDES-BENZ S 600,13c04801-febc-444a-8309-ab2e80dd6e8f
null,1979,2,null,null,8,4,null,0,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,36900,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,ALPINE 2700VA,2700VA,RENAULT ALPINE 2700VA,b78984dc-577e-4b74-bbbc-6e79960a4907
null,1992,3,schwarz,null,1,0,null,1997,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe,98000,250,Limousine,null,Zuzwil,NISSAN,SUNNY,SUNNY 2.0 16V GTI-R Rallye,2.0 16V GTI-R Rallye,NISSAN SUNNY 2.0 16V GTI-R Rallye,b21acef4-bf1e-493e-a946-4aa18ce52ca9
null,1972,2,schwarz,null,2,4,null,1961,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe,18400,130,Coupé,Benzin,Zuzwil,ALFA ROMEO,GTV,GTV 2000 Bertone,2000 Bertone,ALFA ROMEO GTV 2000 Bertone,6c3eeb98-d54c-4f51-91ba-50b0949966dd
null,1991,2,schwarz,null,9,2,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,55300,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,109d0004-98b1-4070-a4bd-d7d9902e1f43
G,2011,2,schwarz,325 g/km,1,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,19300,570,Coupé,Benzin,Zuzwil,LAMBORGHINI,GALLARDO,Gallardo LP570-4 Coupé SL,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL,0950de5b-8946-496f-8fbc-f934526eb762
D,2005,3,anthrazit,138 g/km,8,5,5.1 l/100km,1896,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,132200,130,Kleinwagen,Diesel,Zuzwil,SEAT,IBIZA,Ibiza 1.9 TDI FR,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR,f56d5490-318b-4c5d-a1e3-585ac1a0eb0b
null,1999,4,anthrazit,236 g/km,5,5,9.9 l/100km,1948,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Automat,107000,160,Limousine,Benzin,Zuzwil,VOLVO,S40,S40 2.0 T,S40 2.0 T,VOLVO S40 2.0 T,61820bdb-2015-48eb-98f4-b22d5169a2c0
G,2004,4,schwarz,290 g/km,12,4,12.1 l/100km,4966,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat sequentiell,51000,306,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,CLS 500,CLS 500,CLS 500,MERCEDES-BENZ CLS 500,11ca4c6b-cc23-420f-ae27-8b529540c524
G,2010,2,schwarz,332 g/km,4,2,14.2 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,37000,525,Cabriolet,Benzin,Zuzwil,AUDI,R8,R8 Spyder 5.2,R8 Spyder 5.2,AUDI R8 Spyder 5.2,e1302787-a7e1-4783-a5f2-a5fa79476c6b
null,1991,4,grau,null,7,5,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,156300,320,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,500,500 SE,500 SE,MERCEDES-BENZ 500 SE,bf6ffb88-072e-4c95-9a52-414d98ed7832
null,1995,5,beige,null,2,5,null,5213,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,133500,212,SUV / Geländewagen,Benzin,Zuzwil,JEEP,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.,cc1c8c00-1bdc-478c-8230-8659496afee6
null,1998,2,schwarz,470 g/km,7,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,34600,380,Cabriolet,Benzin,Zuzwil,FERRARI,F355,F355 Spider,F355 Spider,FERRARI F355 Spider,5dc0cbec-094f-42d9-a83d-f05357af2cdb
null,1997,5,beige,353 g/km,6,5,14.9 l/100km,4170,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,91900,290,Kombi,Benzin,Zuzwil,AUDI,S6,S6 Avant quattro 4.2,S6 Avant quattro 4.2,AUDI S6 Avant quattro 4.2,00126794-a8ef-48fe-93d6-43cfc69fbfb6
G,2013,4,schwarz,231 g/km,9,5,9.9 l/100km,4395,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,15300,575,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,7b42bdf1-fffb-472f-9360-573f34328c94
G,2008,2,schwarz,325 g/km,6,2,13.7 l/100km,5204,Occasion,"""Ab MFK""",schwarz,Allrad,Automatisiertes Schaltgetriebe,28500,560,Coupé,Benzin,Zuzwil,LAMBORGHINI,GALLARDO,Gallardo LP560-4 Coupé,Gallardo LP560-4 Coupé,LAMBORGHINI Gallardo LP560-4 Coupé,41d0e236-1619-42ec-ae65-433acfe8efdb
G,2003,2,schwarz,346 g/km,6,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,45300,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,ac03fe4a-3680-456d-afe7-a0c106a0c328
null,1997,4,schwarz,218 g/km,11,5,9.2 l/100km,1799,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,118200,122,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,C 180,C 180 Esprit,C 180 Esprit,MERCEDES-BENZ C 180 Esprit,7acabfcc-cbfa-4363-b59a-3b016bb3ac16
G,2005,2,schwarz,500 g/km,7,2,21.5 l/100km,6192,Occasion,"""Ab MFK"", ""Tuning""",schwarz,Allrad,Automatisiertes Schaltgetriebe,49800,580,Coupé,Benzin,Zuzwil,LAMBORGHINI,MURCIÉLAGO,Murciélago 6.2 Coupé,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,ef8d7597-2163-4f1e-92ff-b45cf9b9a8d2
null,1967,2,beige,null,1,2,null,2496,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe,47700,150,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,,SL 250 Pagode,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode,386bba79-cb3b-4dba-ac2d-9b27d5739e22
G,2011,2,schwarz,495 g/km,4,2,21.3 l/100km,6496,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,7890,641,Coupé,Benzin,Porrentruy,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,13586cc6-5d05-483f-97bd-7e4af8dd65b5
G,2003,5,grau,335 g/km,5,5,13.9 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,66800,286,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,80b38dbb-c186-46b9-a846-8a8d7520436d
null,2001,4,schwarz,331 g/km,3,5,13.8 l/100km,4172,Occasion,"""Ab MFK""",schwarz,Allrad,Automatik-Getriebe,49300,360,Limousine,Benzin,Zuzwil,AUDI,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,0819d259-525d-4914-af5d-63bc116db2bb
G,2004,5,null,284 g/km,4,5,11.9 l/100km,4966,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,123300,306,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,E 500,E 500 Avantgarde,E 500 Avantgarde,MERCEDES-BENZ E 500 Avantgarde,15c91949-2c23-4c23-a6df-d6c71aef7f79
null,1995,4,schwarz,338 g/km,1,5,14.2 l/100km,5377,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,111900,327,Limousine,Benzin,Zuzwil,BMW,750,750iL,750iL,BMW 750iL,2363bfca-bea3-4caa-a31f-9e871bbbb9bd
G,2001,2,schwarz,237 g/km,5,4,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,65300,231,Cabriolet,Benzin,Zuzwil,BMW,330,330Ci,330Ci,BMW 330Ci,a9187cf7-44f6-4951-b12f-b708fd994cdf
null,1996,5,schwarz,215 g/km,1,5,9.0 l/100km,1990,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,79800,150,Kombi,Benzin,Zuzwil,BMW,320,320i Touring,320i Touring,BMW 320i Touring,086eb3b0-e14f-46bb-9cae-40ed451716ad
null,1960,4,beige,null,7,5,null,845,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,177000,33,Limousine,Benzin,Zuzwil,RENAULT,,DAUPHINE GORDINI,DAUPHINE GORDINI,RENAULT DAUPHINE GORDINI,41090f03-2129-4f96-8b82-2b2980b3564e
G,2007,4,schwarz,232 g/km,1,5,9.6 l/100km,2497,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,99800,218,Limousine,Benzin,Zuzwil,BMW,525,525xi,525xi,BMW 525xi,10ca5190-9f61-40dd-886d-f452cd97408b
null,1980,0,braun,null,7,4,null,0,Oldtimer,null,schwarz,null,null,32000,0,Coupé,Benzin,Basel,ROLLS-ROYCE,CORNICHE,CORNICHE II Coupé,II Coupé,ROLLS-ROYCE CORNICHE II Coupé,d2b2be7c-58a3-4904-bc29-325869afac01
G,2006,5,schwarz,374 g/km,6,5,15.9 l/100km,4197,Occasion,null,blau,Allrad,Automat,49900,390,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC,a1a03e74-fa18-4e86-8555-06f10b1f0341
null,1989,2,null,null,2,2,null,2935,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe,7000,478,Coupé,null,Sursee,FERRARI,F40 / F50,F40 / F50,null,FERRARI F40 / F50,fa044813-f1d5-4502-b184-862b4643d9bc
null,1972,2,schwarz,null,2,2,null,1605,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe,68000,124,Coupé,Benzin,Zuzwil,RENAULT,Alpine A110,Alpine A110 1600 S,1600 S,RENAULT Alpine A110 1600 S,10c07596-a648-4188-ab86-8c61d46b24c9
G,2011,4,beige,231 g/km,9,4,9.9 l/100km,5461,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,69200,525,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG,5b711a5b-d801-44e5-8a9d-15feb6fad90d
null,1987,2,schwarz,null,10,4,null,2301,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe manuell,88000,195,Limousine,Benzin,Zuzwil,BMW,M3,M3,M3,BMW M3,7c50d116-ac7d-499e-8f90-e1d38d7a67f5
G,2003,2,schwarz,353 g/km,11,4,14.7 l/100km,5513,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,41100,500,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,5bad9669-3903-424a-b2be-6c2a1770b1e2
G,1998,4,beige,285 g/km,5,5,11.9 l/100km,3996,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,100,284,Limousine,Benzin,Zuzwil,DAIMLER,V8,V8 4.0,V8 4.0,DAIMLER V8 4.0,71c89d0d-8a0a-4929-ad30-d9d421f7ed02
null,2001,5,null,238 g/km,5,5,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatik-Getriebe,120900,231,Kombi,Benzin,Zuzwil,BMW,530,530i Touring,530i Touring,BMW 530i Touring,48e75bba-369f-488b-a6de-2249535011fd
G,1997,5,schwarz,230 g/km,4,5,9.7 l/100km,2793,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,38000,193,Kombi,Benzin,Zuzwil,BMW,528,528i Touring,528i Touring,BMW 528i Touring,dbca1801-b322-4b8c-bf41-8a8144cc2913
G,1999,2,beige,520 g/km,12,4,22.3 l/100km,5474,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,18200,442,Coupé,Benzin,Zuzwil,FERRARI,456,456M GTA,456M GTA,FERRARI 456M GTA,0ab28c16-6cf5-4f5e-816e-6f4c3af18a06
null,1994,2,beige,null,1,4,null,6749,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,60000,360,Coupé,Benzin,Zuzwil,BENTLEY,CONTINENTAL,Continental R Coupé,Continental R Coupé,BENTLEY Continental R Coupé,a8f8dfab-6827-4039-ba51-7c4e5e85972e
G,2007,2,schwarz,495 g/km,3,2,21.3 l/100km,6496,Occasion,"""Ab MFK""",blau,Allrad,Automatisiertes Schaltgetriebe,33000,641,Coupé,Benzin,Zuzwil,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé,8a35e705-3f9b-4065-bcbc-aadd608f6bad
null,1992,2,schwarz,null,2,0,null,4971,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,129700,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,121d4859-3910-4393-89a5-5859290c8ed1
null,1983,2,beige,null,8,4,null,2663,Occasion,"""Ab MFK""",schwarz,null,Schaltgetriebe,128500,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,ALPINE V6,V6,RENAULT ALPINE V6,f6c9f3eb-ca94-416f-9dae-01d27dc53cf9
null,1990,4,schwarz,null,9,5,null,1993,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,164400,220,Limousine,Benzin,Zuzwil,FORD,SIERRA,Sierra 2.0i Cosworth 4x4,Sierra 2.0i Cosworth 4x4,FORD Sierra 2.0i Cosworth 4x4,ba0d8b26-14f2-4375-a216-0fe6356513f9
G,2006,5,schwarz,326 g/km,8,5,13.6 l/100km,4163,Occasion,"""Ab MFK""",schwarz,Allrad,Schaltgetriebe manuell,117400,420,Kombi,Benzin,Zuzwil,AUDI,RS4,RS4 Avant 4.2 V8 quattro,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro,77fd6bf1-a240-4059-9d67-0d08b6533275
G,2004,2,schwarz,274 g/km,3,4,11.3 l/100km,3596,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,61400,345,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera Jubilé 40,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40,68c953f7-2035-4352-bfb3-7b3d7761d7e3
G,2002,4,grau,374 g/km,11,5,15.6 l/100km,5998,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,15900,420,Limousine,Benzin,Zuzwil,VW,PHAETON,Phaeton 6.0 W12 4Motion,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion,e9e93c75-c1a0-41ce-9317-d137a1369a02
null,1999,2,schwarz,317 g/km,1,2,13.4 l/100km,3199,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,70900,231,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 320,SL 320,SL 320,MERCEDES-BENZ SL 320,3d88c012-2da5-4039-8507-8bbd335b185d
G,2011,2,rot,326 g/km,11,2,13.8 l/100km,3996,Occasion,null,schwarz,Hinterradantrieb,Schaltgetriebe manuell,6300,500,Coupé,Benzin,Sursee,PORSCHE,911,911 GT3 RS,911 GT3 RS,PORSCHE 911 GT3 RS,11381c2d-fd3d-44c3-a2c1-7fd9985d40da
G,2010,4,schwarz,295 g/km,3,5,12.6 l/100km,6209,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,7400,525,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,33a7e99d-53bf-4651-b14b-92ae3a2995ae
null,1999,2,blau,null,5,4,11.8 l/100km,3387,Occasion,"""Ab MFK""",schwarz,Allrad,Automatik-Getriebe,77800,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,57d7662d-fe05-44d6-955a-5b29e9f235cf
G,2001,5,weiss,288 g/km,3,5,12.0 l/100km,2671,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe manuell,50000,380,Kombi,Benzin,Zuzwil,AUDI,RS4,RS4 Avant quattro,RS4 Avant quattro,AUDI RS4 Avant quattro,c554cbe6-7b81-45c9-beec-7b4126a920de
null,1995,2,beige,null,9,0,null,5984,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,75200,394,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,4abd1822-39c9-4e73-8c1f-b10e9905ab1f
null,1998,4,schwarz,292 g/km,11,5,12.1 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatik-Getriebe,93000,286,Limousine,Benzin,Zuzwil,BMW,540,540i,540i,BMW 540i,f8456f1a-75c3-4a4d-981a-6755973f520d
null,2009,0,schwarz,null,1,0,null,1299,Occasion,"""Rennwagen""",schwarz,Hinterradantrieb,Schaltgetriebe,999,0,Limousine,Benzin,Zuzwil,TRABANT,,1300S Trabusa,1300S Trabusa,TRABANT 1300S Trabusa,7274985e-d897-4224-a7e4-612d99942929
G,2009,5,anthrazit,190 g/km,1,5,7.9 l/100km,1984,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,53300,200,Limousine,Benzin,Zuzwil,SEAT,LEON,Leon 2.0 TSI FR,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR,cf24d430-c4e8-4ab1-aae3-02b5d2e547bf
null,1974,2,schwarz,null,3,2,null,5343,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,49200,269,Cabriolet,Benzin,Zuzwil,JAGUAR,E,E E-Type III,E-Type III,JAGUAR E E-Type III,9dd736e7-ff5e-42e6-82f2-018126b00e09
G,2015,2,schwarz,370 g/km,3,2,16.0 l/100km,6498,Neu,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz,Allrad,Automatisiertes Schaltgetriebe,90,700,Cabriolet,Benzin,Zuzwil,LAMBORGHINI,AVENTADOR,Aventador LP700-4 Rds,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds,f4e91cc2-ad62-48dd-ac9d-cb66a4da789e
G,2003,4,schwarz,317 g/km,3,5,13.2 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,121900,500,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 55 AMG,S 55 AMG,S 55 AMG,MERCEDES-BENZ S 55 AMG,13550787-4913-4723-ae45-15b4838cf0f6
G,2000,5,grau,335 g/km,12,5,13.9 l/100km,4398,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,3600,286,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.4i,X5 4.4i,BMW X5 4.4i,4e6a7341-8753-462c-b186-2c7d2a16f39b
G,2004,4,blau,null,7,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,56600,400,Limousine,Benzin,Zuzwil,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,172bf426-e18e-461b-9517-562dced35cd9
G,2003,5,schwarz,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,40900,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,5e4b028c-3907-4e7a-a878-ced3eec7aa6f
null,1980,2,mehrfarbig,null,4,4,null,2664,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,108000,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,9d4772db-716f-422d-977c-20e1e5c40dae
G,2009,5,schwarz,333 g/km,3,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,29500,700,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,83837dd5-997c-463d-88d9-fe8f626078d0
G,2003,5,beige,378 g/km,8,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,114000,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,2c0397dc-a31f-4929-b0c4-b474c55bcecd
G,2003,4,beige,330 g/km,1,5,13.6 l/100km,5972,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,94500,445,Limousine,Benzin,Zuzwil,BMW,760,760i L,760i L,BMW 760i L,2809f05d-adfd-414a-a27e-171cbbd11cc0
G,2006,5,null,195 g/km,8,5,8.1 l/100km,2035,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,60500,193,Kompaktvan / Minivan,Benzin,Zuzwil,MERCEDES-BENZ,B 200,B 200 T Sailing Edition,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition,060b7705-73b8-4728-80aa-2953de6ac903
G,2006,4,schwarz,370 g/km,12,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automatisiertes Schaltgetriebe,9800,400,Limousine,Benzin,Zuzwil,MASERATI,QUATTROPORTE,Quattroporte 4.2,Quattroporte 4.2,MASERATI Quattroporte 4.2,a86ca108-b02b-4ec4-852f-faacca35293f
G,2007,2,schwarz,238 g/km,7,4,9.9 l/100km,2979,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Schaltgetriebe manuell,77500,306,Cabriolet,Benzin,Zuzwil,BMW,335,335i,335i,BMW 335i,340b0d32-fc43-4754-9bef-5c42a6103b1f
G,2005,2,schwarz,288 g/km,4,2,12.0 l/100km,5439,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat sequentiell,42500,360,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG,6ebe68f0-31ea-487c-bc28-148bb977be13
G,2005,5,beige,378 g/km,10,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",schwarz,Allrad,Automat sequentiell,64500,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,908010cb-5bf7-4981-a85f-ba09154bafd6
G,2000,4,braun,456 g/km,2,5,19.2 l/100km,6761,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,111600,405,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage Red Label,Arnage Red Label,BENTLEY Arnage Red Label,a17b1f58-bec9-4dfd-a8b6-c92daa15f01e
G,2008,3,schwarz,188 g/km,8,4,7.9 l/100km,1984,Occasion,"""Ab MFK"", ""Tuning""",schwarz,Allrad,Automatisiertes Schaltgetriebe,29300,272,Coupé,Benzin,Zuzwil,AUDI,TT,TTS Cpé 2.0 TFSI quattro,TTS Cpé 2.0 TFSI quattro,AUDI TTS Cpé 2.0 TFSI quattro,247b8140-5cc2-4e2d-9d4d-5e96a695cd60
G,2003,2,schwarz,346 g/km,6,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat,77700,600,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,7d5b2ffb-b022-485b-8809-3f29b3e9a6d3
G,2000,2,schwarz,321 g/km,6,4,13.4 l/100km,5786,Occasion,"""Ab MFK""",schwarz,Hinterradantrieb,Automat,103800,367,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,1f40c078-727f-4b3e-9684-10cd332c5273
null,1983,3,braun,null,12,4,null,1397,Occasion,"""Ab MFK""",schwarz,Vorderradantrieb,Schaltgetriebe manuell,159700,108,Kleinwagen,Benzin,Zuzwil,RENAULT,R5,R5 1400 Alpine Turbo,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo,13832809-ce6d-43aa-9003-f05bf2d4e6e6
G,2002,5,grau,350 g/km,2,5,14.6 l/100km,4966,Occasion,"""Ab MFK""",schwarz,Allrad,Automat,118000,292,SUV / Geländewagen,Benzin,Zuzwil,MERCEDES-BENZ,ML 500,ML 500,ML 500,MERCEDES-BENZ ML 500,871f90dd-a348-44a5-bf7f-a9b380bef69e
